name,value
Cc,1.1673451204813454
Ibias,2.6622532421736124e-05
L1,0.20365463023261549
L3,1.4377284690155503
L5,1.438290298023832
L6,1.0451762827370965
L7,0.8488652229271566
Lbias,2.6225366509294337
Rc,11321.618789625409
W1,6.46655091426658
W3,16.388909709371912
W5,17.76572027147871
W6,85.18529323686295
W7,7.67076985228478
Wbias,22.283656399831777
